Date,Subs,Name,Total,Views,Views Total
2017-10-09,9508,PewDiePie,57467949,7797137,16180439647
2017-10-10,8991,PewDiePie,57477457,4857737,16188236784
2017-10-11,10432,PewDiePie,57486448,5166346,16193094521
2017-10-12,11080,PewDiePie,57496880,6217153,16198260867
2017-10-05,447,Social Repose,954728,124232,157486995
2017-10-06,583,Social Repose,955175,157559,157611227
2017-10-07,562,Social Repose,955758,192086,157768786
2017-10-08,287,Social Repose,956320,185476,157960872
2017-10-09,315,Social Repose,956607,163599,158146348
2017-10-10,203,Social Repose,956922,119205,158309947
2017-10-11,363,Social Repose,957125,144552,158429152
2017-10-12,459,Social Repose,957488,148473,158573704
2017-10-13,598,Social Repose,957947,125150,158722177
2017-10-14,200,Social Repose,958545,119360,158847327
2017-10-15,55,Social Repose,958745,123391,158966687
2017-10-16,378,Social Repose,958800,159281,159090078
2017-10-17,405,Social Repose,959178,156764,159249359
2017-10-18,455,Social Repose,959583,122738,159406123
2017-10-19,503,Social Repose,960038,146419,159528861
2017-10-20,326,Social Repose,960541,137176,159675280
2017-10-21,513,Social Repose,960867,134873,159812456
2017-10-22,393,Social Repose,961380,261255,159947329
2017-10-23,394,Social Repose,961773,90444,160208584
2017-10-24,343,Social Repose,962167,0,160299028
2017-10-25,355,Social Repose,962510,86987,160299028
2017-10-26,437,Social Repose,962865,109808,160386015
2017-10-27,339,Social Repose,963302,98725,160495823
2017-10-28,264,Social Repose,963641,88723,160594548
2017-10-29,59,Social Repose,963905,98797,160683271
2017-10-30,57,Social Repose,963964,94976,160782068
2017-10-31,198,Social Repose,964021,101486,160877044
2017-11-01,296,Social Repose,964219,78295,160978530
2017-11-02,197,Social Repose,964515,155219,161056825
2017-11-03,272,Social Repose,964712,0,161212044
2017-11-04,-4777,Social Repose,964984,80246,161212044
2017-11-05,-10808,Social Repose,960207,91010,161292290
2017-11-06,-6221,Social Repose,949399,190139,161383300
2017-11-07,-6523,Social Repose,943178,297254,161573439
2017-11-08,-4619,Social Repose,936655,235345,161870693
2017-11-09,-3109,Social Repose,932036,314629,162106038
2017-11-10,-2000,Social Repose,928927,267815,162420667
2017-11-11,-1554,Social Repose,926927,267966,162688482
2017-11-12,-1140,Social Repose,925373,206742,162956448
2017-11-13,-455,Social Repose,924233,201820,163163190
2017-11-14,-267,Social Repose,923778,324376,163365010
2017-11-15,34,Social Repose,923511,119765,163689386
2017-11-16,199,Social Repose,923545,158159,163809151
2017-11-17,169,Social Repose,923744,251605,163967310
2017-11-18,8,Social Repose,923913,155296,164218915
2017-11-19,-58,Social Repose,923921,125763,164374211
2017-11-20,50,Social Repose,923863,118026,164499974
2017-11-21,-27,Social Repose,923913,142070,164618000
2017-11-22,153,Social Repose,923886,128427,164760070
2017-11-23,-1632,Social Repose,924039,195752,164888497
2017-11-24,-1164,Social Repose,922407,202409,165084249
2017-11-25,-379,Social Repose,921243,144633,165286658
2017-11-26,-902,Social Repose,920864,122463,165431291
2017-11-27,-669,Social Repose,919962,135461,165553754
2017-11-28,29,Social Repose,919293,-399287,165689215
2017-11-29,-242,Social Repose,919322,113038,165289928
2017-11-30,-107,Social Repose,919080,117570,165402966
2017-12-01,136,Social Repose,918973,122480,165520536
2017-12-02,-289,Social Repose,919109,104520,165643016
2017-12-03,-399,Social Repose,918820,115661,165747536
2017-12-04,-196,Social Repose,918421,105614,165863197
2017-12-05,-118,Social Repose,918225,115460,165968811
2017-10-14,759,Zoe Sugg,12037977,209303,1028402167
2017-10-15,1242,Zoe Sugg,12038736,280613,1028611470
2017-10-16,1440,Zoe Sugg,12039978,1008556,1028892083
2017-10-17,1277,Zoe Sugg,12041418,516854,1029900639
2017-10-18,1079,Zoe Sugg,12042695,321096,1030417493
2017-10-19,1154,Zoe Sugg,12043774,264253,1030738589
2017-10-20,1552,Zoe Sugg,12044928,243012,1031002842
2017-10-21,1563,Zoe Sugg,12046480,228170,1031245854
2017-10-22,1492,Zoe Sugg,12048043,1239232,1031474024
2017-10-23,1496,Zoe Sugg,12049535,765859,1032713256
2017-10-24,1553,Zoe Sugg,12051031,0,1033479115
2017-10-25,1479,Zoe Sugg,12052584,411560,1033479115
2017-10-26,1189,Zoe Sugg,12054063,335900,1033890675
2017-10-27,1582,Zoe Sugg,12055252,307545,1034226575
2017-10-28,2495,Zoe Sugg,12056834,297078,1034534120
2017-10-29,1517,Zoe Sugg,12059329,320866,1034831198
2017-10-30,2333,Zoe Sugg,12060846,386767,1035152064
2017-10-31,3164,Zoe Sugg,12063179,967134,1035538831
2017-11-01,2048,Zoe Sugg,12066343,962547,1036505965
2017-11-02,1863,Zoe Sugg,12068391,1092153,1037468512
2017-11-03,2193,Zoe Sugg,12070254,0,1038560665
2017-11-04,2004,Zoe Sugg,12072447,351419,1038560665
2017-11-05,1020,Zoe Sugg,12074451,411745,1038912084
2017-11-06,1258,Zoe Sugg,12075471,409517,1039323829
2017-11-07,-36,Zoe Sugg,12076729,274113,1039733346
2017-11-08,1169,Zoe Sugg,12076693,233956,1040007459
2017-11-09,969,Zoe Sugg,12077862,939369,1040241415
2017-11-10,1212,Zoe Sugg,12078831,674754,1041180784
2017-11-11,1555,Zoe Sugg,12080043,368686,1041855538
2017-11-12,704,Zoe Sugg,12081598,367233,1042224224
2017-11-13,711,Zoe Sugg,12082302,378640,1042591457
2017-11-14,367,Zoe Sugg,12083013,695205,1042970097
2017-11-15,157,Zoe Sugg,12083380,206096,1043665302
2017-11-16,406,Zoe Sugg,12083537,193704,1043871398
2017-11-17,544,Zoe Sugg,12083943,255730,1044065102
2017-11-18,-3153,Zoe Sugg,12084487,753022,1044320832
2017-11-19,-1761,Zoe Sugg,12081334,709183,1045073854
2017-11-20,159,Zoe Sugg,12079573,345367,1045783037
2017-11-21,-1043,Zoe Sugg,12079732,646823,1046128404
2017-11-22,-566,Zoe Sugg,12078689,579044,1046775227
2017-11-23,198,Zoe Sugg,12078123,306173,1047354271
2017-11-24,538,Zoe Sugg,12078321,342475,1047660444
2017-11-25,1277,Zoe Sugg,12078859,364872,1048002919
2017-11-26,700,Zoe Sugg,12080136,253839,1048367791
2017-11-27,902,Zoe Sugg,12080836,224234,1048621630
2017-11-28,730,Zoe Sugg,12081738,219776,1048845864
2017-11-29,871,Zoe Sugg,12082468,221095,1049065640
2017-11-30,1810,Zoe Sugg,12083339,213077,1049286735
2017-12-01,1890,Zoe Sugg,12085149,271023,1049499812
2017-12-02,1334,Zoe Sugg,12087039,255892,1049770835
2017-12-03,741,Zoe Sugg,12088373,192166,1050026727
2017-12-04,704,Zoe Sugg,12089114,166833,1050218893
2017-12-05,875,Zoe Sugg,12089818,146527,1050385726
2017-12-06,-1311,Zoe Sugg,12090693,413762,1050532253
2017-12-07,257,Zoe Sugg,12089382,458440,1050946015
2017-12-08,-2225,Zoe Sugg,12089639,603431,1051404455
2017-12-09,-36,Zoe Sugg,12087414,668631,1052007886
2017-12-10,542,Zoe Sugg,12087378,341562,1052676517
2017-12-11,998,Zoe Sugg,12087920,296883,1053018079
2017-12-12,1184,Zoe Sugg,12088918,239473,1053314962
2017-12-13,832,Zoe Sugg,12090102,208105,1053554435
2017-12-14,610,Zoe Sugg,12090934,196626,1053762540
2017-10-17,2143,Jenna Marbles,17640085,848726,2495788328
2017-10-18,5014,Jenna Marbles,17642228,732160,2496637054
2017-10-19,5313,Jenna Marbles,17647242,693795,2497369214
2017-10-20,3135,Jenna Marbles,17652555,3005142,2498063009
2017-10-21,2654,Jenna Marbles,17655690,1509071,2501068151
2017-10-22,1882,Jenna Marbles,17658344,2095323,2502577222
2017-10-23,1693,Jenna Marbles,17660226,754254,2504672545
2017-10-24,1682,Jenna Marbles,17661919,0,2505426799
2017-10-25,2584,Jenna Marbles,17663601,667199,2505426799
2017-10-26,2303,Jenna Marbles,17666185,607507,2506093998
2017-10-27,1579,Jenna Marbles,17668488,2610769,2506701505
2017-10-28,1819,Jenna Marbles,17670067,978785,2509312274
2017-10-29,1404,Jenna Marbles,17671886,751024,2510291059
2017-10-30,872,Jenna Marbles,17673290,757052,2511042083
2017-10-31,1505,Jenna Marbles,17674162,573465,2511799135
2017-11-01,2537,Jenna Marbles,17675667,447863,2512372600
2017-11-02,3659,Jenna Marbles,17678204,3038117,2512820463
2017-11-03,2545,Jenna Marbles,17681863,0,2515858580
2017-11-04,2249,Jenna Marbles,17684408,1074165,2515858580
2017-11-05,1171,Jenna Marbles,17686657,914118,2516932745
2017-11-06,1412,Jenna Marbles,17687828,936391,2517846863
2017-11-07,1457,Jenna Marbles,17689240,671496,2518783254
2017-11-08,1694,Jenna Marbles,17690697,602636,2519454750
2017-11-09,1275,Jenna Marbles,17692391,2140300,2520057386
2017-11-10,1750,Jenna Marbles,17693666,1173097,2522197686
2017-11-11,1077,Jenna Marbles,17695416,772145,2523370783
2017-11-12,997,Jenna Marbles,17696493,709168,2524142928
2017-11-13,967,Jenna Marbles,17697490,747690,2524852096
2017-11-14,1002,Jenna Marbles,17698457,1508862,2525599786
2017-11-15,139,Jenna Marbles,17699459,522414,2527108648
2017-11-16,1443,Jenna Marbles,17699598,1365232,2527631062
2017-11-17,1292,Jenna Marbles,17701041,1695054,2528996294
2017-11-18,973,Jenna Marbles,17702333,920827,2530691348
2017-11-19,633,Jenna Marbles,17703306,624428,2531612175
2017-11-20,773,Jenna Marbles,17703939,553787,2532236603
2017-11-21,952,Jenna Marbles,17704712,563685,2532790390
2017-11-22,730,Jenna Marbles,17705664,1698892,2533354075
2017-11-23,1313,Jenna Marbles,17706394,1079095,2535052967
2017-11-24,908,Jenna Marbles,17707707,760319,2536132062
2017-11-25,1185,Jenna Marbles,17708615,671303,2536892381
2017-11-26,898,Jenna Marbles,17709800,600453,2537563684
2017-11-27,1058,Jenna Marbles,17710698,517102,2538164137
2017-11-28,839,Jenna Marbles,17711756,454943,2538681239
2017-11-29,2345,Jenna Marbles,17712595,2220519,2539136182
2017-11-30,3687,Jenna Marbles,17714940,1285796,2541356701
2017-12-01,2070,Jenna Marbles,17718627,965328,2542642497
2017-12-02,1902,Jenna Marbles,17720697,760874,2543607825
2017-12-03,1477,Jenna Marbles,17722599,678372,2544368699
2017-12-04,1501,Jenna Marbles,17724076,591126,2545047071
2017-12-05,1687,Jenna Marbles,17725577,565758,2545638197
2017-12-06,3146,Jenna Marbles,17727264,1685768,2546203955
2017-12-07,2351,Jenna Marbles,17730410,1106636,2547889723
2017-12-08,1587,Jenna Marbles,17732761,836407,2548996359
2017-12-09,2201,Jenna Marbles,17734348,789591,2549832766
2017-12-10,1766,Jenna Marbles,17736549,647823,2550622357
2017-12-11,1899,Jenna Marbles,17738315,690833,2551270180
2017-12-12,2152,Jenna Marbles,17740214,604107,2551961013
2017-12-13,1441,Jenna Marbles,17742366,1506413,2552565120
2017-12-14,1039,Jenna Marbles,17743807,815624,2554071533
2017-12-15,1535,Jenna Marbles,17744846,622617,2554887157
2017-12-16,1293,Jenna Marbles,17746381,577526,2555509774
2017-12-17,1509,Jenna Marbles,17747674,552455,2556087300
2017-10-28,9,Shay Carl,1615752,29096,303624920
2017-10-29,13,Shay Carl,1615761,43513,303654016
2017-10-30,6,Shay Carl,1615774,53255,303697529
2017-10-31,30,Shay Carl,1615780,49650,303750784
2017-11-01,8,Shay Carl,1615810,42097,303800434
2017-11-02,25,Shay Carl,1615818,97500,303842531
2017-11-03,49,Shay Carl,1615843,0,303940031
2017-11-04,-1,Shay Carl,1615892,64719,303940031
2017-11-05,-4,Shay Carl,1615891,79302,304004750
2017-11-06,-47,Shay Carl,1615887,59823,304084052
2017-11-07,55,Shay Carl,1615840,57854,304143875
2017-11-08,76,Shay Carl,1615895,70228,304201729
2017-11-09,132,Shay Carl,1615971,77942,304271957
2017-11-10,9,Shay Carl,1616103,89053,304349899
2017-11-11,33,Shay Carl,1616112,126888,304438952
2017-11-12,2,Shay Carl,1616145,39421,304565840
2017-11-13,10,Shay Carl,1616147,35637,304605261
2017-11-14,-6,Shay Carl,1616157,79217,304640898
2017-11-15,104,Shay Carl,1616151,61479,304720115
2017-11-16,600,Shay Carl,1616255,280023,304781594
2017-11-17,3158,Shay Carl,1616855,235959,305061617
2017-11-18,1837,Shay Carl,1620013,220034,305297576
2017-11-19,1569,Shay Carl,1621850,198981,305517610
2017-11-20,1997,Shay Carl,1623419,196943,305716591
2017-11-21,1214,Shay Carl,1625416,182801,305913534
2017-11-22,663,Shay Carl,1626630,115510,306096335
2017-11-23,1226,Shay Carl,1627293,138709,306211845
2017-11-24,1507,Shay Carl,1628519,169191,306350554
2017-11-25,1466,Shay Carl,1630026,163249,306519745
2017-11-26,1288,Shay Carl,1631492,137400,306682994
2017-11-27,1389,Shay Carl,1632780,238389,306820394
2017-11-28,4938,Shay Carl,1634169,582169,307058783
2017-11-29,2198,Shay Carl,1639107,289283,307640952
2017-11-30,1239,Shay Carl,1641305,157945,307930235
2017-12-01,761,Shay Carl,1642544,122731,308088180
2017-12-02,535,Shay Carl,1643305,92474,308210911
2017-12-03,348,Shay Carl,1643840,71936,308303385
2017-12-04,282,Shay Carl,1644188,59821,308375321
2017-12-05,179,Shay Carl,1644470,60226,308435142
2017-12-06,214,Shay Carl,1644649,46632,308495368
2017-12-07,252,Shay Carl,1644863,53983,308542000
2017-12-08,173,Shay Carl,1645115,63913,308595983
2017-12-09,313,Shay Carl,1645288,70817,308659896
2017-12-10,207,Shay Carl,1645601,57028,308730713
2017-12-11,204,Shay Carl,1645808,59045,308787741
2017-12-12,215,Shay Carl,1646012,55695,308846786
2017-12-13,234,Shay Carl,1646227,54978,308902481
2017-12-14,185,Shay Carl,1646461,53986,308957459
2017-12-15,217,Shay Carl,1646646,62521,309011445
2017-12-16,229,Shay Carl,1646863,56127,309073966
2017-12-17,254,Shay Carl,1647092,51595,309130093
2017-12-18,216,Shay Carl,1647346,54287,309181688
2017-12-19,259,Shay Carl,1647562,55205,309235975
2017-12-20,237,Shay Carl,1647821,66562,309291180
2017-12-21,282,Shay Carl,1648058,59906,309357742
2017-12-22,260,Shay Carl,1648340,61617,309417648
2017-12-23,294,Shay Carl,1648600,57568,309479265
2017-12-24,219,Shay Carl,1648894,49626,309536833
2017-12-25,317,Shay Carl,1649113,52494,309586459
2017-12-26,233,Shay Carl,1649430,58536,309638953
2017-12-27,238,Shay Carl,1649663,55236,309697489
2017-12-28,154,Shay Carl,1649901,54390,309752725
2017-12-02,30377,Logan Paul,14096113,10514378,2635874910
2017-12-03,26320,Logan Paul,14126490,8419890,2646389288
2017-12-04,17542,Logan Paul,14152810,7192318,2654809178
2017-12-05,29670,Logan Paul,14170352,9115871,2662001496
2017-12-06,31689,Logan Paul,14200022,8299272,2671117367
2017-12-07,23377,Logan Paul,14231711,8119469,2679416639
2017-12-08,27998,Logan Paul,14255088,10463624,2687536108
2017-12-09,45921,Logan Paul,14283086,12122348,2697999732
2017-12-10,23184,Logan Paul,14329007,10073945,2710122080
2017-12-11,38749,Logan Paul,14352191,11306926,2720196025
2017-12-12,32973,Logan Paul,14390940,9055503,2731502951
2017-12-13,34886,Logan Paul,14423913,9172383,2740558454
2017-12-14,30817,Logan Paul,14458799,10490805,2749730837
2017-12-15,24150,Logan Paul,14489616,11408523,2760221642
2017-12-16,34508,Logan Paul,14513766,9924289,2771630165
2017-12-17,31194,Logan Paul,14548274,8995916,2781554454
2017-12-18,24304,Logan Paul,14579468,7861938,2790550370
2017-12-19,46870,Logan Paul,14603772,10411253,2798412308
2017-12-20,48182,Logan Paul,14650642,11059880,2808823561
2017-12-21,31855,Logan Paul,14698824,9510063,2819883441
2017-12-22,66725,Logan Paul,14730679,12584550,2829393504
2017-12-23,45684,Logan Paul,14797404,12605141,2841978054
2017-12-24,59324,Logan Paul,14843088,9519107,2854583195
2017-12-25,49352,Logan Paul,14902412,10371034,2864102302
2017-12-26,54969,Logan Paul,14951764,11293983,2874473336
2017-12-27,57752,Logan Paul,15006733,10989188,2885767319
2017-12-28,29841,Logan Paul,15064485,12593808,2896756507
2017-12-29,72365,Logan Paul,15094326,11358585,2909350315
2017-12-30,51802,Logan Paul,15166691,10408526,2920708900
2017-12-31,57565,Logan Paul,15218493,12342781,2931117426
2018-01-01,16135,Logan Paul,15276058,16852055,2943460207
2018-01-02,80986,Logan Paul,15292193,23661301,2960312262
2018-01-03,37460,Logan Paul,15373179,15330986,2983973563
2018-01-04,95013,Logan Paul,15410639,10819405,2999304549
2018-01-05,31212,Logan Paul,15505652,9237337,3010123954
2018-01-06,51707,Logan Paul,15536864,8614748,3019361291
2018-01-07,55986,Logan Paul,15588571,6697277,3027976039
2018-01-08,24804,Logan Paul,15644557,5190244,3034673316
2018-01-09,46492,Logan Paul,15669361,5344766,3039863560
2018-01-10,16757,Logan Paul,15715853,5930068,3045208326
2018-01-11,21978,Logan Paul,15732610,5578655,3051138394
2018-01-12,44233,Logan Paul,15754588,6058710,3056717049
2018-01-13,24858,Logan Paul,15798821,5393391,3062775759
2018-01-14,20097,Logan Paul,15823679,4822870,3068169150
2018-01-15,43784,Logan Paul,15843776,3787080,3072992020
2018-01-16,20698,Logan Paul,15887560,4204553,3076779100
2018-01-17,37247,Logan Paul,15908258,3879061,3080983653
2018-01-18,31448,Logan Paul,15945505,3672992,3084862714
2018-01-19,39233,Logan Paul,15976953,4491954,3088535706
2018-01-20,27480,Logan Paul,16016186,4202453,3093027660
2018-01-21,23697,Logan Paul,16043666,3204731,3097230113
2018-01-22,27334,Logan Paul,16067363,2851919,3100434844
2018-01-23,39539,Logan Paul,16094697,7152151,3103286763
2018-01-24,113997,Logan Paul,16134236,12655211,3110438914
2018-01-25,48912,Logan Paul,16248233,9073607,3123094125
2018-01-26,19406,Logan Paul,16297145,6364934,3132167732
2018-01-27,27174,Logan Paul,16316551,4861343,3138532666
2018-01-28,14637,Logan Paul,16343725,3421380,3143394009
2018-01-29,12655,Logan Paul,16358362,2713534,3146815389
2018-01-30,11088,Logan Paul,16371017,3085157,3149528923
2018-01-31,13234,Logan Paul,16382105,2950158,3152614080
2018-02-01,12214,Logan Paul,16395339,2513912,3155564238
2018-02-02,16975,Logan Paul,16407553,4849741,3158078150
2018-05-18,-61,Alfie Deyes Vlogs,4096301,463849,949393129
2018-05-19,-78,Alfie Deyes Vlogs,4096240,638620,949856978
2018-05-20,80,Alfie Deyes Vlogs,4096162,313071,950495598
2018-05-21,118,Alfie Deyes Vlogs,4096242,427721,950808669
2018-05-22,118,Alfie Deyes Vlogs,4096360,296550,951236390
2018-05-23,112,Alfie Deyes Vlogs,4096478,162258,951532940
2018-05-24,-317,Alfie Deyes Vlogs,4096590,245561,951695198
2018-05-25,-189,Alfie Deyes Vlogs,4096273,216469,951940759
2018-05-26,78,Alfie Deyes Vlogs,4096084,384727,952157228
2018-05-27,87,Alfie Deyes Vlogs,4096162,464946,952541955
2018-05-28,323,Alfie Deyes Vlogs,4096249,315779,953006901
2018-05-29,326,Alfie Deyes Vlogs,4096572,395182,953322680
2018-05-30,390,Alfie Deyes Vlogs,4096898,516780,953717862
2018-05-31,67,Alfie Deyes Vlogs,4097288,498852,954234642
2018-06-01,118,Alfie Deyes Vlogs,4097355,351902,954733494
2018-06-02,173,Alfie Deyes Vlogs,4097473,438020,955085396
2018-06-03,190,Alfie Deyes Vlogs,4097646,283354,955523416
2018-06-04,346,Alfie Deyes Vlogs,4097836,168448,955806770
2018-06-05,177,Alfie Deyes Vlogs,4098182,141966,955975218
2018-06-06,-223,Alfie Deyes Vlogs,4098359,251786,956117184
2018-06-07,-18,Alfie Deyes Vlogs,4098136,427806,956368970
2018-06-08,168,Alfie Deyes Vlogs,4098118,310366,956796776
2018-06-09,-156,Alfie Deyes Vlogs,4098286,350476,957107142
2018-06-10,-148,Alfie Deyes Vlogs,4098130,428286,957457618
2018-06-11,-86,Alfie Deyes Vlogs,4097982,270078,957885904
2018-06-12,70,Alfie Deyes Vlogs,4097896,141855,958155982
2018-06-13,-301,Alfie Deyes Vlogs,4097966,363338,958297837
2018-06-14,-809,Alfie Deyes Vlogs,4097665,383330,958661175
2018-06-15,-1211,Alfie Deyes Vlogs,4096856,307526,959044505
2018-06-16,-2063,Alfie Deyes Vlogs,4095645,296045,959352031
2018-06-17,-2724,Alfie Deyes Vlogs,4093582,754722,959648076
2018-06-18,-999,Alfie Deyes Vlogs,4090858,411987,960402798
2018-06-19,-1009,Alfie Deyes Vlogs,4089859,-319866,960814785
2018-06-20,-632,Alfie Deyes Vlogs,4088850,268713,960494919
2018-06-21,-790,Alfie Deyes Vlogs,4088218,302709,960763632
2018-06-22,-568,Alfie Deyes Vlogs,4087428,275063,961066341
2018-06-23,-388,Alfie Deyes Vlogs,4086860,147351,961341404
2018-06-24,-267,Alfie Deyes Vlogs,4086472,111591,961488755
2018-06-25,-232,Alfie Deyes Vlogs,4086205,84516,961600346
2018-06-26,-398,Alfie Deyes Vlogs,4085973,414818,961684862
2018-06-27,96,Alfie Deyes Vlogs,4085575,345155,962099680
2018-06-28,-73,Alfie Deyes Vlogs,4085671,425192,962444835
2018-06-29,8,Alfie Deyes Vlogs,4085598,328703,962870027
2018-06-30,-525,Alfie Deyes Vlogs,4085606,402143,963198730
2018-07-01,-156,Alfie Deyes Vlogs,4085081,293048,963600873
2018-07-02,9,Alfie Deyes Vlogs,4084925,147887,963893921
2018-07-03,-81,Alfie Deyes Vlogs,4084934,115953,964041808
2018-07-04,-585,Alfie Deyes Vlogs,4084853,324427,964157761
2018-07-05,-306,Alfie Deyes Vlogs,4084268,228569,964482188
2018-07-06,-555,Alfie Deyes Vlogs,4083962,262183,964710757
2018-07-07,-258,Alfie Deyes Vlogs,4083407,301109,964972940
2018-07-08,-299,Alfie Deyes Vlogs,4083149,181952,965274049
2018-07-09,-205,Alfie Deyes Vlogs,4082850,112290,965456001
2018-07-10,-833,Alfie Deyes Vlogs,4082645,256478,965568291
2018-07-11,-472,Alfie Deyes Vlogs,4081812,180833,965824769
2018-07-12,-232,Alfie Deyes Vlogs,4081340,115848,966005602
2018-07-13,-580,Alfie Deyes Vlogs,4081108,321845,966121450
2018-07-14,-599,Alfie Deyes Vlogs,4080528,321670,966443295
2018-07-15,-798,Alfie Deyes Vlogs,4079929,376268,966764965
2018-07-16,-410,Alfie Deyes Vlogs,4079131,286293,967141233
2018-07-17,-780,Alfie Deyes Vlogs,4078721,151827,967427526
2018-07-18,-1394,Alfie Deyes Vlogs,4077941,193084,967579353
2018-06-30,3949,Tana Mongeau,3592463,427445,403334659
2018-07-01,6636,Tana Mongeau,3596412,561032,403762104
2018-07-02,7037,Tana Mongeau,3603048,543023,404323136
2018-07-03,4590,Tana Mongeau,3610085,445070,404866159
2018-07-04,4213,Tana Mongeau,3614675,432084,405311229
2018-07-05,3753,Tana Mongeau,3618888,427403,405743313
2018-07-06,3384,Tana Mongeau,3622641,384502,406170716
2018-07-07,3003,Tana Mongeau,3626025,383451,406555218
2018-07-08,3733,Tana Mongeau,3629028,435044,406938669
2018-07-09,3888,Tana Mongeau,3632761,385088,407373713
2018-07-10,4221,Tana Mongeau,3636649,437048,407758801
2018-07-11,2098,Tana Mongeau,3640870,312759,408195849
2018-07-12,3701,Tana Mongeau,3642968,422896,408508608
2018-07-13,2319,Tana Mongeau,3646669,305681,408931504
2018-07-14,2092,Tana Mongeau,3648988,314049,409237185
2018-07-15,2895,Tana Mongeau,3651080,349960,409551234
2018-07-16,2509,Tana Mongeau,3653975,323266,409901194
2018-07-17,2681,Tana Mongeau,3656484,329949,410224460
2018-07-18,2978,Tana Mongeau,3659165,323530,410554409
2018-07-19,3058,Tana Mongeau,3662143,360405,410877939
2018-07-20,2612,Tana Mongeau,3665201,314924,411238344
2018-07-21,2460,Tana Mongeau,3667813,228901,411553268
2018-07-22,2150,Tana Mongeau,3670273,343148,411782169
2018-07-23,2475,Tana Mongeau,3672423,322533,412125317
2018-07-24,2818,Tana Mongeau,3674898,327625,412447850
2018-07-25,1896,Tana Mongeau,3677716,392319,412775475
2018-07-26,1703,Tana Mongeau,3679612,294384,413167794
2018-07-27,1760,Tana Mongeau,3681315,252533,413462178
2018-07-28,1762,Tana Mongeau,3683075,272895,413714711
2018-07-29,3343,Tana Mongeau,3684837,745233,413987606
2018-07-30,2567,Tana Mongeau,3688180,1037469,414732839
2018-07-31,2303,Tana Mongeau,3690747,640194,415770308
2018-08-01,2408,Tana Mongeau,3693050,452092,416410502
2018-08-02,2287,Tana Mongeau,3695458,377529,416862594
2018-08-03,1904,Tana Mongeau,3697745,323002,417240123
2018-08-04,1947,Tana Mongeau,3699649,302324,417563125
2018-08-05,2660,Tana Mongeau,3701596,390047,417865449
2018-08-06,701,Tana Mongeau,3704256,695703,418255496
2018-08-07,751,Tana Mongeau,3704957,720724,418951199
2018-08-08,1489,Tana Mongeau,3705708,386286,419671923
2018-08-09,-48,Tana Mongeau,3707197,595841,420058209
2018-08-10,665,Tana Mongeau,3707149,590063,420654050
2018-08-11,1346,Tana Mongeau,3707814,398438,421244113
2018-08-12,205,Tana Mongeau,3709160,610473,421642551
2018-08-13,910,Tana Mongeau,3709365,703285,422253024
2018-08-14,1310,Tana Mongeau,3710275,401590,422956309
2018-08-15,1829,Tana Mongeau,3711585,324397,423357899
2018-08-16,562,Tana Mongeau,3713414,343169,423682296
2018-08-17,1866,Tana Mongeau,3713976,619294,424025465
2018-08-18,2020,Tana Mongeau,3715842,527656,424644759
2018-08-19,3439,Tana Mongeau,3717862,560477,425172415
2018-08-20,3102,Tana Mongeau,3721301,422298,425732892
2018-08-21,2355,Tana Mongeau,3724403,339824,426155190
2018-08-22,1800,Tana Mongeau,3726758,293057,426495014
2018-08-23,1674,Tana Mongeau,3728558,254395,426788071
2018-08-24,1551,Tana Mongeau,3730232,219283,427042466
2018-08-25,1486,Tana Mongeau,3731783,244343,427261749
2018-08-26,1845,Tana Mongeau,3733269,236805,427506092
2018-08-27,1580,Tana Mongeau,3735114,195837,427742897
2018-08-28,1323,Tana Mongeau,3736694,193044,427938734
2018-08-29,1480,Tana Mongeau,3738017,211687,428131778
2018-08-30,940,Tana Mongeau,3739497,242808,428343465
2018-07-16,682,Olivia Jade,1578063,113187,111078692
2018-07-17,1384,Olivia Jade,1578745,409433,111191879
2018-07-18,1369,Olivia Jade,1580129,182931,111601312
2018-07-19,1031,Olivia Jade,1581498,216316,111784243
2018-07-20,865,Olivia Jade,1582529,249241,112000559
2018-07-21,974,Olivia Jade,1583394,83237,112249800
2018-07-22,1150,Olivia Jade,1584368,110313,112333037
2018-07-23,1117,Olivia Jade,1585518,221869,112443350
2018-07-24,1526,Olivia Jade,1586635,531940,112665219
2018-07-25,1177,Olivia Jade,1588161,188112,113197159
2018-07-26,972,Olivia Jade,1589338,157492,113385271
2018-07-27,952,Olivia Jade,1590310,231438,113542763
2018-07-28,944,Olivia Jade,1591262,101853,113774201
2018-07-29,1083,Olivia Jade,1592206,89184,113876054
2018-07-30,1507,Olivia Jade,1593289,208539,113965238
2018-07-31,1308,Olivia Jade,1594796,249231,114173777
2018-08-01,1323,Olivia Jade,1596104,113772,114423008
2018-08-02,1028,Olivia Jade,1597427,179458,114536780
2018-08-03,1328,Olivia Jade,1598455,244133,114716238
2018-08-04,1261,Olivia Jade,1599783,120556,114960371
2018-08-05,1193,Olivia Jade,1601044,93545,115080927
2018-08-06,935,Olivia Jade,1602237,225278,115174472
2018-08-07,1149,Olivia Jade,1603172,231594,115399750
2018-08-08,1085,Olivia Jade,1604321,112789,115631344
2018-08-09,1074,Olivia Jade,1605406,208788,115744133
2018-08-10,1181,Olivia Jade,1606480,174920,115952921
2018-08-11,1249,Olivia Jade,1607661,110441,116127841
2018-08-12,1805,Olivia Jade,1608910,98322,116238282
2018-08-13,1487,Olivia Jade,1610715,103714,116336604
